Rank,Journal Name,JIF 2024,JIF Quartile,Areas,Publisher,Country,JIF Rank,5-Year JIF,JCI,ISSN,eISSN,Abbreviated Journal,Total Cites,Total Articles,Citable Items,Cited Half-Life,Citing Half-Life,JIF Without Self-Cites,JCR Year
11740,Microbiology Australia,1.3,Q4,Immunology and Microbiology; Medicine,CSIRO PUBLISHING,Australia,144/163,0.9,0.26,1324-4272,2201-9189,MICROBIOL AUST,330,40,40,3.7,3.1,1.2,2024
11740,NUCLEOSIDES NUCLEOTIDES & NUCLEIC ACIDS,1.3,Q4,"Biochemistry, Genetics and Molecular Biology; Medicine",TAYLOR & FRANCIS,United States,290/319,1.2,0.26,1525-7770,1532-2335,NUCLEOS NUCLEOT NUCL,1758,114,122,12.3,8.8,1.2,2024
11740,ADVANCES IN CEMENT RESEARCH,1.3,Q3,Engineering; Materials Science,EMERALD GROUP PUBLISHING LTD,United Kingdom,71/95,1.8,0.25,0951-7197,1751-7605,ADV CEM RES,2087,54,54,11.3,7.3,1.2,2024
11740,Chalcogenide Letters,1.3,Q4,Chemistry; Materials Science; Physics and Astronomy,VIRTUAL CO PHYSICS SRL,Romania,152/187,1.1,0.25,1584-8663,1584-8663,CHALCOGENIDE LETT,1008,93,93,6.1,8.3,1.1,2024
11740,ISRAEL MEDICAL ASSOCIATION JOURNAL,1.3,Q2,Medicine,ISRAEL MEDICAL ASSOC JOURNAL,Israel,150/332,1.2,0.25,1565-1088,1565-1088,ISR MED ASSOC J,2360,86,107,8.8,7.4,1.3,2024
11740,MAPAN-Journal of Metrology Society of India,1.3,Q4,Physics and Astronomy,METROLOGY SOC INDIA,India,60/79,1.1,0.25,0970-3950,0974-9853,MAPAN-J METROL SOC I,651,73,75,3.7,10.3,1.2,2024
11740,Obesities,1.3,Q4,Medicine; Psychology,MDPI,Switzerland,91/112,1.2,0.25,,2673-4168,OBESITIES-BASEL,103,36,41,2.2,6.7,1.3,2024
11740,Australian Journal of Structural Engineering,1.3,Q3,Engineering,TAYLOR & FRANCIS,United Kingdom,130/183,1.3,0.24,1328-7982,2204-2261,AUST J STRUCT ENG,481,31,31,7.9,9.9,1.3,2024
11740,Frontiers in Space Technologies,1.3,Q3,,FRONTIERS MEDIA SA,,33/55,1.5,0.24,,2673-5075,FRONT SPACE TECHNOL,128,23,29,2.3,8.3,1.3,2024
11740,Insights-The UKSG Journal,1.3,Q2,Social Sciences,UBIQUITY PRESS LTD,United Kingdom,83/166,1.1,0.24,2048-7754,2048-7754,INSIGHTS,276,19,19,5.6,6.3,1.1,2024
11740,ACTA CHIMICA SLOVENICA,1.3,Q3,Chemistry,SLOVENSKO KEMIJSKO DRUSTVO,Slovenia,170/239,1.3,0.23,1318-0207,1580-3155,ACTA CHIM SLOV,1906,66,66,7.8,8.3,1.1,2024
11740,BOREAL ENVIRONMENT RESEARCH,1.3,Q4,Agricultural and Biological Sciences; Earth and Planetary Sciences; Environmental Science,FINNISH ENVIRONMENT INST,Finland,322/374,1.3,0.23,1239-6095,1797-2469,BOREAL ENVIRON RES,954,8,8,14.9,10,1.1,2024
11740,Computer Methods in Biomechanics and Biomedical Engineering-Imaging and Visualization,1.3,Q4,Computer Science; Engineering; Medicine,TAYLOR & FRANCIS,United Kingdom,102/124,1.3,0.23,2168-1163,2168-1171,COMP M BIO BIO E-IV,923,49,50,3.9,5.7,1.3,2024
11740,Journal of Agricultural Science and Technology,1.3,Q2,Agricultural and Biological Sciences,TARBIAT MODARES UNIV,Iran,45/94,1.4,0.23,1680-7073,2345-3737,J AGR SCI TECH-IRAN,2382,97,97,8.2,9.7,1.3,2024
11740,Journal of Nonprofit & Public Sector Marketing,1.3,Q3,"Business, Management and Accounting",TAYLOR & FRANCIS,United States,234/316,1.9,0.23,1049-5142,1540-6997,J NONPROFIT PUBLIC S,658,35,35,7.1,8.7,1.1,2024
11740,JOURNAL OF PHARMACY TECHNOLOGY,1.3,Q4,"Pharmacology, Toxicology and Pharmaceutics",SAGE PUBLICATIONS INC,United States,284/352,1.4,0.23,8755-1225,1549-4810,J PHARM TECHNOL,477,26,38,4.9,7.1,1.3,2024
11740,World Journal of Acupuncture-Moxibustion,1.3,Q3,Medicine,KEAI PUBLISHING LTD,Netherlands,29/45,0.7,0.23,1003-5257,1972-019X,WORLD J ACUPUNCT-MOX,311,34,44,3.7,6.5,0.8,2024
11740,Accounting History Review,1.3,Q3,"Arts and Humanities; Business, Management and Accounting",TAYLOR & FRANCIS,United Kingdom,234/316,1.4,0.22,2155-2851,2155-286X,ACCOUNT HIST REV,197,12,12,8.5,17.6,1.0,2024
11740,Archives of Environmental Protection,1.3,Q4,Environmental Science,"POLSKA AKAD NAUK, POLISH ACAD SCIENCES, INST ENVIRON ENG PAS",Poland,322/374,1.3,0.22,2083-4772,2083-4810,ARCH ENVIRON PROT,641,44,45,6.3,5.6,0.9,2024
11740,BIO-MEDICAL MATERIALS AND ENGINEERING,1.3,Q4,Engineering; Materials Science; Medicine,IOS PRESS,Netherlands,102/124,1.3,0.22,0959-2989,1878-3619,BIO-MED MATER ENG,1569,35,36,10,7.9,1.3,2024
11740,International Journal of Intelligent Unmanned Systems,1.3,Q4,"Economics, Econometrics and Finance; Engineering; Mathematics",EMERALD GROUP PUBLISHING LTD,United Kingdom,37/48,1.1,0.22,2049-6427,2049-6435,INT J INTELL UNMANNE,204,12,12,4.4,4.5,1.2,2024
11740,Journal of Computer Security,1.3,Q3,Computer Science; Engineering,IOS PRESS,Netherlands,191/258,1.3,0.22,0926-227X,1875-8924,J COMPUT SECUR,619,18,20,13.7,7.1,1.2,2024
11740,NIHON REOROJI GAKKAISHI,1.3,Q3,Engineering; Materials Science; Physics and Astronomy,"SOC RHEOLOGY, JAPAN",Japan,127/171,0.9,0.22,0387-1533,0387-1533,NIHON REOROJI GAKK,302,23,28,5.6,9,0.7,2024
11740,American Journal of Clinical and Experimental Immunology,1.3,Q4,,E-CENTURY PUBLISHING CORP,,159/183,1.1,0.21,,2164-7712,AM J CLIN EXP IMMUNO,258,24,28,7.5,4.6,1.3,2024
11740,Bulletin of Chemical Reaction Engineering and Catalysis,1.3,Q4,Chemical Engineering,UNIV DIPONEGORO,Indonesia,133/175,1.4,0.21,1978-2993,1978-2993,BULL CHEM REACT ENG,780,59,59,4.7,5.4,1.2,2024
11740,International Journal of Computational Intelligence and Applications,1.3,Q4,Computer Science; Mathematics,WORLD SCIENTIFIC PUBL CO PTE LTD,Singapore,161/204,1.5,0.21,1469-0268,1757-5885,INT J COMPUT INTELL,525,45,45,6.9,4.8,1.2,2024
11740,IRANIAN JOURNAL OF CHEMISTRY & CHEMICAL ENGINEERING-INTERNATIONAL ENGLISH EDITION,1.3,Q3,Chemical Engineering; Chemistry,JIHAD DANESHGAHI,Iran,170/239,1.4,0.21,1021-9986,1021-9986,IRAN J CHEM CHEM ENG,2277,328,344,3.6,6.4,0.7,2024
11740,Materials Research-Ibero-american Journal of Materials,1.3,Q4,Engineering; Materials Science; Physics and Astronomy,"UNIV FED SAO CARLOS, DEPT ENGENHARIA MATERIALS",Brazil,382/460,1.6,0.21,1516-1439,1980-5373,MATER RES-IBERO-AM J,5910,155,155,7.9,6.7,1.2,2024
11740,Transport,1.3,Q4,Engineering,VILNIUS GEDIMINAS TECH UNIV,Lithuania,58/77,1.4,0.21,1648-4142,1648-3480,TRANSPORT-VILNIUS,997,22,24,7.6,7.5,1.3,2024
11740,Colombia Medica,1.3,Q2,Medicine,CORPORACION EDITORA MEDICA VALLE,Colombia,150/332,1.4,0.2,1657-9534,,COLOMB MEDICA,514,11,12,8.2,7.9,1.3,2024
11740,Hormone Molecular Biology and Clinical Investigation,1.3,Q4,"Biochemistry, Genetics and Molecular Biology; Medicine",WALTER DE GRUYTER GMBH,Germany,290/319,1.5,0.2,1868-1883,1868-1891,HORM MOL BIOL CLIN I,1214,20,29,7.3,9,1.3,2024
11740,International Journal of Microgravity Science and Application,1.3,Q4,,JAPAN SOC MICROGRAVITY APPLICATION,,152/187,0.7,0.2,0915-3616,2188-9783,INT J MICROGRAVITY S,104,8,8,5,18.7,0.9,2024
11740,Journal of the Belgian Society of Radiology,1.3,Q3,Medicine,UBIQUITY PRESS LTD,United Kingdom,154/212,1.6,0.2,2514-8281,2514-8281,J BELG SOC RADIOL,413,45,49,5,7.9,1.3,2024
11740,Revista Mexicana de Ingenieria Quimica,1.3,Q3,Chemical Engineering,UNIV AUTONOMA METROPOLITANA-IZTAPALAPA,Mexico,55/75,1.0,0.2,1665-2738,,REV MEX ING QUIM,984,76,76,5,7,0.5,2024
11740,JOURNAL OF THE BRAZILIAN CHEMICAL SOCIETY,1.3,Q3,Chemistry,SOC BRASILEIRA QUIMICA,Brazil,170/239,1.5,0.19,0103-5053,1678-4790,J BRAZIL CHEM SOC,5755,105,128,9.5,8.2,1.2,2024
11740,Chemical Product and Process Modeling,1.3,Q4,Chemical Engineering; Mathematics,WALTER DE GRUYTER GMBH,Germany,133/175,1.1,0.17,1934-2659,2194-6159,CHEM PROD PROCESS MO,413,45,47,4.5,9.2,1.2,2024
11740,Corrosion Science and Technology-Korea,1.3,Q4,Chemistry; Materials Science,CORROSION SCIENCE SOC KOREA,South Korea,37/44,0.9,0.17,1598-6462,2288-6524,CORROS SCI TECHNOL-K,383,62,64,4.2,7.5,1.0,2024
11740,Digest Journal of Nanomaterials and Biostructures,1.3,Q4,"Biochemistry, Genetics and Molecular Biology; Chemistry; Engineering; Materials Science; Physics and Astronomy",VIRTUAL CO PHYSICS SRL,Romania,382/460,1.1,0.17,1842-3582,1842-3582,DIG J NANOMATER BIOS,2116,163,163,8,5.9,1.1,2024
11740,Revue des Composites et des Materiaux Avances-Journal of Composite and Advanced Materials,1.3,Q4,Materials Science,INT INFORMATION & ENGINEERING TECHNOLOGY ASSOC,France,28/34,1.1,0.17,1169-7954,1958-5799,REV COMPOS MATER AV,299,89,90,3.1,6.5,0.9,2024
11740,Catalysis in Industry,1.3,Q4,Chemical Engineering,MAIK NAUKA-INTERPERIODICA,Russian Federation,133/175,1.0,0.15,2070-0504,2070-0555,CATAL IND,438,42,42,6.2,9.9,1.1,2024
11740,Journal of Nanostructures,1.3,Q4,Engineering; Materials Science,UNIV KASHAN PRESS,Iran,129/147,1.3,0.15,2251-7871,2251-788X,J NANOSTRUCT,884,82,84,5,5.5,1.2,2024
11740,Detritus,1.3,Q4,Environmental Science,CISA PUBLISHER,Italy,72/83,1.5,0.13,2611-4127,2611-4135,DETRITUS,483,55,58,4.3,5.8,1.2,2024
11740,Journal of Futures Studies,1.3,Q4,Arts and Humanities; Decision Sciences; Social Sciences,TAMKANG UNIV,Taiwan,48/55,1.4,0.13,1027-6084,1027-6084,J FUTURES STUD,482,32,32,7.2,9.1,1.0,2024
11740,PACHYDERM,1.3,Q2,Agricultural and Biological Sciences,IUCN-SSC ASIAN ELEPHANT SPECIALIST GROUP,Switzerland,75/181,0.8,0.06,1026-2881,,PACHYDERM,217,0,0,12.8,,1.3,2024
11740,TIDSSKRIFT FOR DEN NORSKE LAEGEFORENING,1.3,Q2,Medicine,NORWEGIAN MEDICAL ASSOC,Norway,150/332,0.8,0.06,0029-2001,0807-7096,TIDSSKR NORSKE LAEGE,1235,31,31,7.2,4.9,0.8,2024
11740,NATION,1.3,Q2,,NATION CO INC,,161/322,0.9,0.01,0027-8378,0027-8378,NATION,846,12,12,8.8,,1.3,2024
11740,Noema-Rivista Online di Filosofia,1.3,,,Milano University Press,,,0.8,0,2239-5474,2239-5474,NOEMA,40,4,4,,26.5,1.3,2024
11740,NATIONAL ACADEMY SCIENCE LETTERS-INDIA,1.3,Q3,Engineering,SPRINGER,India,72/135,1.0,0.29,0250-541X,2250-1754,NATL ACAD SCI LETT,1145,198,198,5.4,8.1,1.2,2024
11740,JOURNAL OF CONTEMPORARY PSYCHOTHERAPY,1.3,Q3,Medicine; Psychology,SPRINGER,United States,125/185,1.7,1.25,0022-0116,1573-3564,J CONTEMP PSYCHOTHER,867,39,39,8,7,1.2,2024
11740,Global Social Welfare,1.3,Q2,Social Sciences,SPRINGER,Switzerland,42/94,1.4,0.89,2196-8799,2196-8799,GLOB SOC WELFARE,416,40,41,4.2,6.6,1.2,2024
11740,ANNALES HENRI POINCARE,1.3,Q3,Mathematics; Physics and Astronomy,SPRINGER,Switzerland,68/114,1.5,0.43,1424-0637,1424-0661,ANN HENRI POINCARE,2248,124,124,7.1,15.8,1.2,2024
11740,Acta Geochimica,1.3,Q3,Earth and Planetary Sciences,SPRINGER,China,64/100,1.7,0.38,2096-0956,2365-7499,ACTA GEOCHIM,1220,79,81,5.8,14.9,1.2,2024
11740,Polar-Political and Legal Anthropology Review,1.3,Q2,Social Sciences,WILEY,United States,41/141,1.8,0.69,1081-6976,1555-2934,POLAR-POLIT LEG ANTH,663,14,14,11,12.2,1.1,2024
11740,General Thoracic and Cardiovascular Surgery,1.3,Q3,Medicine,SPRINGER,Japan,190/312,1.2,0.41,1863-6705,1863-6713,GEN THORAC CARDIOVAS,2209,95,104,5.6,8.2,1.2,2024
11740,Sleep and Biological Rhythms,1.3,Q4,"Biochemistry, Genetics and Molecular Biology; Medicine; Neuroscience; Psychology",SPRINGER,United States,227/285,1.3,0.35,1446-9235,1479-8425,SLEEP BIOL RHYTHMS,969,40,43,8.6,8.1,1.2,2024
11740,JOURNAL OF ARTIFICIAL ORGANS,1.3,Q3,Engineering; Materials Science; Medicine,SPRINGER,Japan,23/31,1.2,0.32,1434-7229,1619-0904,J ARTIF ORGANS,963,37,58,7.1,7.5,1.2,2024
11740,JOURNAL OF COMPUTER SCIENCE AND TECHNOLOGY,1.3,Q3,Computer Science; Mathematics,SPRINGER,United States,94/128,1.8,0.33,1000-9000,1860-4749,J COMPUT SCI TECH-CH,1545,78,79,5.9,6.3,1.3,2024
11740,JOURNAL OF SOLUTION CHEMISTRY,1.3,Q4,"Biochemistry, Genetics and Molecular Biology; Chemistry",SPRINGER,United States,171/185,1.6,0.19,0095-9782,1572-8927,J SOLUTION CHEM,3532,73,75,14.1,12.2,1.2,2024
11740,Macromolecular Reaction Engineering,1.3,Q4,Chemical Engineering; Chemistry; Materials Science,WILEY,Germany,133/175,1.3,0.27,1862-832X,1862-8338,MACROMOL REACT ENG,807,35,35,9.1,10.3,1.2,2024
11740,CALCOLO,1.3,Q1,Mathematics,SPRINGER,Italy,71/483,1.4,1.02,0008-0624,1126-5434,CALCOLO,1180,70,70,7.3,12,1.2,2024
4882,JOURNAL OF BACTERIOLOGY,3.0,Q3,"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology",AMER SOC MICROBIOLOGY,United States,83/163,3.2,0.69,0021-9193,1098-5530,J BACTERIOL,51487,153,179,20.4,11.7,2.8,2024
5426,INFECTION AND IMMUNITY,2.8,Q2,Immunology and Microbiology; Medicine,AMER SOC MICROBIOLOGY,United States,57/137,3.1,0.67,0019-9567,1098-5522,INFECT IMMUN,35933,136,153,18.6,10.4,2.7,2024
10681,Journal of Microbiology & Biology Education,1.5,Q3,"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology; Social Sciences",AMER SOC MICROBIOLOGY,United States,45/86,1.5,0.77,1935-7877,1935-7885,J MICROBIOL BIOL EDU,1189,87,88,5,7.6,1.3,2024
16044,Microbiology Resource Announcements,0.6,Q4,"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology",AMER SOC MICROBIOLOGY,United States,156/163,0.6,0.17,,2576-098X,MICROBIOL RESOUR ANN,3067,913,913,3.8,8,0.5,2024
18332,NAVAL ENGINEERS JOURNAL,0.3,Q4,,AMER SOC NAVAL ENG INC,,23/25,0.2,0.08,0028-1425,1559-3584,NAV ENG J,311,44,45,19.7,6.7,0.3,2024
631,JOURNAL OF THE AMERICAN SOCIETY OF NEPHROLOGY,9.4,Q1,Medicine,AMER SOC NEPHROLOGY,United States,6/133,10.6,3.78,1046-6673,1533-3450,J AM SOC NEPHROL,40640,179,188,9.8,7.1,9.0,2024
1077,Clinical Journal of the American Society of Nephrology,7.1,Q1,Medicine,AMER SOC NEPHROLOGY,United States,9/133,8.5,2.67,1555-9041,1555-905X,CLIN J AM SOC NEPHRO,21246,145,153,8.6,7.8,6.8,2024
4882,Kidney360,3.0,Q1,Medicine,AMER SOC NEPHROLOGY,United States,32/133,3.2,1.01,2641-7650,2641-7650,KIDNEY360,2502,184,203,3,7.7,2.8,2024
3440,AMERICAN JOURNAL OF NEURORADIOLOGY,3.7,Q1,Medicine,AMER SOC NEURORADIOLOGY,United States,3/16,3.7,1.02,0195-6108,1936-959X,AM J NEURORADIOL,24239,259,288,10.8,6.8,3.3,2024
12283,CONSTRUCTIVE APPROXIMATION,1.2,Q1,Mathematics,SPRINGER,United States,84/483,1.8,1.86,0176-4276,1432-0940,CONSTR APPROX,1612,29,29,15.2,14,1.2,2024
12283,Journal of Behavioral Education,1.2,Q3,Psychology; Social Sciences,SPRINGER,United States,38/62,2.0,1.16,1053-0819,1573-3513,J BEHAV EDUC,1097,37,37,8.2,9.3,1.1,2024
12283,STUDIES IN COMPARATIVE INTERNATIONAL DEVELOPMENT,1.2,Q3,Social Sciences,SPRINGER,United States,87/169,2.5,0.78,0039-3606,1936-6167,STUD COMP INT DEV,1405,34,34,15.2,9.8,1.2,2024
12283,JOURNAL OF POPULATION RESEARCH,1.2,Q3,Social Sciences,SPRINGER,Netherlands,29/50,1.4,0.75,1443-2447,1835-9469,J POPUL RES,469,27,29,8.4,9.8,1.2,2024
12283,HEC Forum,1.2,Q3,Medicine; Nursing; Social Sciences,SPRINGER,Netherlands,43/77,1.3,0.69,0956-2737,1572-8498,HEC FORUM,497,24,27,7.5,7,1.1,2024
12283,DESIGNS CODES AND CRYPTOGRAPHY,1.2,Q2,Computer Science; Mathematics,SPRINGER,Netherlands,141/343,1.4,0.59,0925-1022,1573-7586,DESIGN CODE CRYPTOGR,3169,207,207,7.4,11.6,1.0,2024
12283,REVIEW OF WORLD ECONOMICS,1.2,Q3,"Economics, Econometrics and Finance",SPRINGER,Germany,87/169,1.8,0.57,1610-2878,1610-2886,REV WORLD ECON,1151,53,53,10.2,9.3,1.2,2024
12283,JOURNAL OF STATISTICAL PHYSICS,1.2,Q3,Mathematics; Physics and Astronomy,SPRINGER,United States,39/61,1.4,0.52,0022-4715,1572-9613,J STAT PHYS,10419,156,156,21.1,14.4,1.1,2024
12283,CHILDS NERVOUS SYSTEM,1.2,Q3,Medicine,SPRINGER,Germany,122/191,1.4,0.46,0256-7040,1433-0350,CHILD NERV SYST,7947,282,351,9,9.5,1.0,2024
12283,NEUROGENETICS,1.2,Q4,"Biochemistry, Genetics and Molecular Biology; Medicine; Neuroscience",SPRINGER,Germany,232/285,1.8,0.45,1364-6745,1364-6753,NEUROGENETICS,1219,45,53,10.4,7.5,1.2,2024
12283,ORIGINS OF LIFE AND EVOLUTION OF BIOSPHERES,1.2,Q3,,SPRINGER,,67/107,1.3,0.45,0169-6149,1573-0875,ORIGINS LIFE EVOL B,1602,0,0,21.4,,1.2,2024
12283,SYSTEMATIC PARASITOLOGY,1.2,Q4,Immunology and Microbiology,SPRINGER,Netherlands,38/47,1.1,0.44,0165-5752,1573-5192,SYST PARASITOL,1700,73,73,14.1,14.8,1.0,2024
12283,FOLIA GEOBOTANICA,1.2,Q3,Agricultural and Biological Sciences; Earth and Planetary Sciences,SPRINGER,Netherlands,188/273,1.4,0.34,1211-9520,1874-9348,FOLIA GEOBOT,1065,17,17,14.9,11.5,1.1,2024
12283,International Journal of Wireless Information Networks,1.2,Q4,Computer Science; Engineering,SPRINGER,United States,100/120,1.6,0.32,1068-9605,1572-8129,INT J WIREL INF NETW,440,9,9,4.7,6.7,1.2,2024
12283,Mediterranean Journal of Mathematics,1.2,Q1,Mathematics,SPRINGER,Switzerland,84/483,1.2,0.94,1660-5446,1660-5454,MEDITERR J MATH,2673,219,219,4.6,14.1,1.2,2024
12283,JOURNAL OF EVOLUTION EQUATIONS,1.2,Q1,Mathematics,SPRINGER,Switzerland,84/483,1.4,0.88,1424-3199,1424-3202,J EVOL EQU,1340,99,99,6.4,13.8,1.1,2024
12283,Results in Mathematics,1.2,Q1,Mathematics,SPRINGER,Switzerland,84/483,1.2,0.85,1422-6383,1420-9012,RESULTS MATH,2418,281,281,5.2,16.1,1.1,2024
12283,Advances in Applied Clifford Algebras,1.2,Q2,Mathematics,SPRINGER,Switzerland,141/343,1.1,0.63,0188-7009,1661-4909,ADV APPL CLIFFORD AL,1244,57,57,7.6,14.1,1.0,2024
12283,JOURNAL OF FOURIER ANALYSIS AND APPLICATIONS,1.2,Q2,Mathematics,SPRINGER,United States,141/343,1.3,0.72,1069-5869,1531-5851,J FOURIER ANAL APPL,2048,73,73,12,15.8,1.2,2024
12283,SURGICAL AND RADIOLOGIC ANATOMY,1.2,Q3,Medicine,SPRINGER,France,14/22,1.3,0.59,0930-1038,1279-8517,SURG RADIOL ANAT,4791,262,276,9.9,10.4,0.9,2024
18332,MATERIALS EVALUATION,0.3,Q4,Engineering; Materials Science,AMER SOC NONDESTRUCTIVE TEST,United States,35/37,0.4,0.12,0025-5327,0025-5327,MATER EVAL,358,25,25,16.3,8.5,0.3,2024
8303,PHOTOGRAMMETRIC ENGINEERING AND REMOTE SENSING,2.0,Q3,Earth and Planetary Sciences,AMER SOC PHOTOGRAMMETRY,United States,145/258,1.6,0.32,0099-1112,2374-8079,PHOTOGRAMM ENG REM S,5487,49,49,20.1,6.2,1.7,2024
12283,HISTORY AND THEORY,1.2,Q1,Arts and Humanities,WILEY,United States,11/538,1.2,3.85,0018-2656,1468-2303,HIST THEORY,1676,24,35,18.2,19.5,0.9,2024
12283,INTERNATIONAL JOURNAL OF ART & DESIGN EDUCATION,1.2,Q2,Arts and Humanities; Social Sciences,WILEY,United Kingdom,372/756,1.3,1.76,1476-8062,1476-8070,INT J ART DES EDUC,652,46,46,5.3,10,1.1,2024
12283,JOURNAL OF THE LONDON MATHEMATICAL SOCIETY-SECOND SERIES,1.2,Q1,Mathematics,WILEY,United Kingdom,84/483,1.2,0.97,0024-6107,1469-7750,J LOND MATH SOC,5036,179,179,28.9,16.1,1.1,2024
12283,Digest of Middle East Studies,1.2,Q1,Arts and Humanities; Social Sciences,WILEY,United States,35/182,1.0,0.9,1060-4367,1949-3606,DIG MIDDLE EAST STUD,194,21,22,4.8,9.5,1.1,2024
12283,Journal of Social Philosophy,1.2,Q3,Arts and Humanities,WILEY,United Kingdom,43/77,1.3,0.88,0047-2786,1467-9833,J SOC PHILOS,828,33,33,10.6,10.6,1.2,2024
12283,Journal of Theoretical Social Psychology,1.2,Q4,Psychology,WILEY,United States,64/78,2.7,0.66,,2475-0387,J THEOR SOC PSYCHOL,277,4,6,3.9,10.1,1.2,2024
12283,ANIMAL SCIENCE JOURNAL,1.2,Q3,Agricultural and Biological Sciences,WILEY,United States,51/86,1.9,0.64,1344-3941,1740-0929,ANIM SCI J,3811,110,115,7.2,10.7,1.1,2024
12283,Child Abuse Review,1.2,Q2,Medicine; Social Sciences,WILEY,United Kingdom,44/94,1.5,0.6,0952-9136,1099-0852,CHILD ABUSE REV,1303,54,54,9.3,8.3,1.2,2024
12283,Canadian Review of Sociology-Revue Canadienne de Sociologie,1.2,Q3,Arts and Humanities; Social Sciences,WILEY,United States,127/219,1.7,0.58,1755-6171,1755-618X,CAN REV SOCIOL,833,26,26,9.4,9.1,1.2,2024
12283,JOURNAL OF VETERINARY EMERGENCY AND CRITICAL CARE,1.2,Q3,Veterinary,WILEY,United Kingdom,89/170,1.3,0.58,1479-3261,1476-4431,J VET EMERG CRIT CAR,2045,65,65,9.4,12.1,1.0,2024
12283,New Zealand Geographer,1.2,Q2,Earth and Planetary Sciences; Social Sciences,WILEY,United States,85/173,1.4,0.56,0028-8144,1745-7939,NEW ZEAL GEOGR,359,16,16,9.6,8.5,1.1,2024
12283,Advances in Public Health,1.2,Q4,Medicine,WILEY,United Kingdom,326/419,2.4,0.54,2356-6868,2314-7784,ADV PUBLIC HLTH,474,64,70,4.8,5.8,1.2,2024
12283,Computational and Mathematical Methods,1.2,Q2,Computer Science; Engineering; Mathematics,WILEY,United Kingdom,141/343,0.9,0.51,,2577-7408,COMPUT MATH METHODS,208,12,12,3.6,7.5,1.2,2024
12283,PEDIATRIC DERMATOLOGY,1.2,Q3,Medicine,WILEY,United States,122/191,1.4,0.51,0736-8046,1525-1470,PEDIATR DERMATOL,4818,223,239,8.3,7.8,1.1,2024
12283,Constellations-An International Journal of Critical and Democratic Theory,1.2,Q3,,WILEY,,172/322,1.2,0.49,1351-0487,1467-8675,CONSTELLATIONS,1233,24,24,10.6,11.9,1.2,2024
12283,GEOFLUIDS,1.2,Q2,Earth and Planetary Sciences,WILEY,United Kingdom,30/61,1.4,0.49,1468-8115,1468-8123,GEOFLUIDS,5631,71,72,4.2,8.6,1.2,2024
12283,SOFTWARE TESTING VERIFICATION & RELIABILITY,1.2,Q4,Computer Science; Engineering,WILEY,United Kingdom,97/128,1.5,0.44,0960-0833,1099-1689,SOFTW TEST VERIF REL,631,24,24,10.5,7.4,1.2,2024
12283,Hemodialysis International,1.2,Q3,Medicine,WILEY,United States,91/133,1.3,0.43,1492-7535,1542-4758,HEMODIAL INT,1755,53,56,8.1,7.8,1.1,2024
12283,DISCRETE DYNAMICS IN NATURE AND SOCIETY,1.2,Q3,Mathematics,WILEY,United States,73/135,1.2,0.42,1026-0226,1607-887X,DISCRETE DYN NAT SOC,3714,79,80,4.5,6.3,1.1,2024
12283,NEUROPATHOLOGY,1.2,Q3,Medicine,WILEY,United Kingdom,63/90,1.6,0.42,0919-6544,1440-1789,NEUROPATHOLOGY,1898,47,49,9.7,8.8,1.2,2024
12283,BIOELECTROMAGNETICS,1.2,Q3,"Biochemistry, Genetics and Molecular Biology; Medicine",WILEY,United States,67/107,1.7,0.41,0197-8462,1521-186X,BIOELECTROMAGNETICS,2380,22,25,14.7,10.6,1.1,2024
12283,SCOTTISH JOURNAL OF POLITICAL ECONOMY,1.2,Q3,"Economics, Econometrics and Finance; Social Sciences",WILEY,United Kingdom,172/322,1.1,0.4,0036-9292,1467-9485,SCOT J POLIT ECON,764,33,33,16.1,11.2,1.2,2024
12283,THERAPEUTIC APHERESIS AND DIALYSIS,1.2,Q3,Medicine,WILEY,United Kingdom,91/133,1.4,0.39,1744-9979,1744-9987,THER APHER DIAL,1964,90,97,8.4,7.5,1.1,2024
12283,International Journal of Aerospace Engineering,1.2,Q3,Engineering,WILEY,United States,38/55,1.4,0.37,1687-5966,1687-5974,INT J AEROSPACE ENG,1903,104,104,5,6.4,1.1,2024
12283,ECONOMIC RECORD,1.2,Q3,"Economics, Econometrics and Finance",WILEY,United Kingdom,349/617,1.2,0.36,0013-0249,1475-4932,ECON REC,1029,33,34,14.9,9.5,1.1,2024
12283,BEHAVIORAL INTERVENTIONS,1.2,Q3,Arts and Humanities; Medicine; Psychology,WILEY,United Kingdom,130/185,1.4,0.35,1072-0847,1099-078X,BEHAV INTERVENT,996,52,60,6.4,11.3,1.0,2024
12283,Advances in Astronomy,1.2,Q3,Earth and Planetary Sciences; Physics and Astronomy,WILEY,United States,58/84,1.3,0.33,1687-7969,1687-7977,ADV ASTRON,547,7,7,12.3,12.5,1.2,2024
12283,SHOCK AND VIBRATION,1.2,Q3,Earth and Planetary Sciences; Engineering; Physics and Astronomy,WILEY,United Kingdom,30/41,1.6,0.33,1070-9622,1875-9203,SHOCK VIB,7424,129,131,5.3,6.7,1.2,2024
12283,ANNALS OF HUMAN GENETICS,1.2,Q4,"Biochemistry, Genetics and Molecular Biology; Medicine",WILEY,United Kingdom,166/191,1.4,0.32,0003-4800,1469-1809,ANN HUM GENET,1443,30,36,15.4,9,1.2,2024
